bgt_actual_amount,bgt_committed_amount,bgt_cost_code_budget,bgt_cost_code_spent_pct,bgt_forecast_at_completion,cf_actual_amount,cf_flow_month,cf_flow_type,cf_planned_amount,cf_variance_amount,cf_working_capital_days,contract_end_date,contract_number,contract_start_date,contract_type,contract_value,ev_ac,ev_bac,ev_cpi,ev_cv,ev_eac,ev_ev,ev_pv,ev_spi,ev_sv,ev_vac,ext_commodity_name,ext_forex_rate,ext_market_price,ext_price_date,ext_price_mom_pct,ext_price_unit,ext_price_volatility,ext_price_yoy_pct,ext_rolling_12m_avg,ext_rolling_3m_avg,inv_budgeted_amount,inv_cgst_amount,inv_duplicate_flag,inv_duplicate_group_id,inv_grn_matched,inv_igst_amount,inv_invoice_currency,inv_invoice_date,inv_invoice_number,inv_invoice_type,inv_li_description,inv_li_epc_category,inv_li_hsn_sac_code,inv_li_material_type,inv_li_quantity,inv_li_sl_no,inv_li_taxable_amount,inv_li_total_amount,inv_li_unit_rate,inv_li_uom,inv_li_uom_normalized,inv_matched_po_number,inv_off_contract_flag,inv_other_charges,inv_payment_terms,inv_place_of_supply,inv_po_match_confidence,inv_price_variance_flag,inv_price_variance_pct,inv_project_code,inv_project_id,inv_project_name,inv_sgst_amount,inv_supplier_bank_name,inv_supplier_city,inv_supplier_email,inv_supplier_gstin,inv_supplier_name,inv_supplier_pan,inv_supplier_phone,inv_supplier_state,inv_taxable_amount,inv_total_amount,inv_variance_amount,inv_variance_flag,invoice_id,ld_per_day,line_item_id,mat_market_benchmark_rate,mat_price_trend,mat_rate_vs_benchmark_pct,pmt_advance_flag,pmt_days_to_pay,pmt_overdue_days,pmt_overdue_flag,pmt_payment_date,pmt_payment_id,pmt_payment_mode,pmt_payment_status,pmt_retention_held,pmt_retention_released,po_delivery_date,po_delivery_status,po_id,po_li_description,po_li_line_amount,po_li_quantity_ordered,po_li_quantity_pending,po_li_quantity_received,po_li_quantity_rejected,po_li_unit_rate,po_li_uom,po_open_amount,po_over_invoiced_flag,po_status,po_total_invoiced_amount,po_total_paid_amount,po_type,po_value,prj_client_name,prj_is_epc,prj_site_city,prj_site_state,prj_status,prj_total_contract_value,prj_type,retention_pct,row_process_id,sch_activity_id,sch_activity_name,sch_actual_pct,sch_actual_start,sch_delay_days,sch_delay_flag,sch_delay_reason,sch_float_days,sch_forecast_finish,sch_is_critical_path,sch_planned_finish,sch_planned_pct,sch_planned_start,synced_at,transaction_id,txn_date,txn_source,txn_type,vnd_approved_vendor,vnd_blacklisted,vnd_delivery_rating,vnd_financial_health,vnd_msme_category,vnd_msme_flag,vnd_overall_rating,vnd_quality_rating,vnd_safety_rating,vnd_specialisation,vnd_trade_category,vnd_vendor_code,vnd_vendor_id,vnd_vendor_name_normalized,vnd_vendor_type
29550210.18,7193538.84,6374600.1,531.8,5978748.38,29550210.18,2024-09-01,outflow_procurement,28958712.98,591497.2,21,2025-08-17,CTR-BEC-LNG-RG4-VND--001,2024-06-21,unit_rate,252286305,34586012.27,5978748.38,0.112,-30717762.07,53381681.96,3868250.2,4573742.51,0.846,-705492.31,-47402933.58,Service — Logistics,1.0,85000.0,2024-09-16,2.29,USD/LS,0.073,-0.06,84391.06,86686.26,5556570.93,0.0,0,,0,0.0,USD,2024-09-16,PT-2024-0001316,tax_invoice,Logistics supply — Rio Grande LNG Train 4 Lot 9,site_overheads,7306,service,34.18,9,28143057.31,29550210.18,823377.92,LOAD,LOAD,PO-BEC-LNG-RG4-VND-PT-00009,0,348.97,Net 15 — per-delivery billing,TX,0.91,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,28143057.31,29550210.18,23993639.25,over,INV-FD87FE72,691.2,LI-0001316,85000.0,stable,868.68,0,21,,0,2024-10-07,PMT-974698,cheque,paid,2955021.02,0.0,2024-10-18,on_track,PO-VND-PT-00009,Logistics supply — Rio Grande LNG Train 4 Lot 9,142666692.2,173.27,86.52,86.75,0.88,823377.92,LOAD,48995249.33,0,active,184949865.67,163352016.99,subcontract_po,233945115,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,10.0,1316,ACT-BEC-LNG-RG4-SIT-0009,Logistics delivery — Rio Grande LNG Train 4,64.7,2024-07-24,0,0,,2,2024-11-25,0,2024-11-25,76.5,2024-07-19,2025-01-15 08:00:00,INV-99797C49,2024-09-16,ocr_pdf,invoice,1,0,4.5,A,small,1,4.0,4.0,5.0,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
7023798.8,2849895.46,3945632.95,211.8,3097560.47,7023798.8,2024-04-01,outflow_procurement,6350431.07,673367.73,33,2024-08-18,CTR-BEC-LNG-RG4-VND--001,2024-01-20,cost_plus,88227172,7091769.51,3097560.47,0.069,-6599257.4,44892180.72,492512.11,638097.46,0.772,-145585.35,-41794620.25,Service — Logistics,1.0,85000.0,2024-04-05,1.38,USD/LS,0.114,5.2,77489.23,85795.14,3316772.68,0.0,0,,0,0.0,USD,2024-04-05,PT-2024-0001317,tax_invoice,Logistics supply — Rio Grande LNG Train 4 Lot 10,site_overheads,2523,service,3.66,10,5067882.1,7023798.8,1919070.71,LOAD,LOAD,PO-BEC-LNG-RG4-VND-PT-00010,0,7.98,Net 15 — per-delivery billing,TX,0.85,1,2157.73,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,5067882.1,7023798.8,3707026.12,over,INV-0B755B5A,241.72,LI-0001317,85000.0,stable,2157.73,0,33,,0,2024-05-08,PMT-362740,ach,paid,351189.94,0.0,2024-08-02,delayed,PO-VND-PT-00010,Logistics supply — Rio Grande LNG Train 4 Lot 10,30628368.53,15.96,0.75,15.21,0.27,1919070.71,LOAD,29096108.72,0,active,46220110.28,23796691.15,subcontract_po,75316219,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,5.0,1317,ACT-BEC-LNG-RG4-SIT-0010,Logistics delivery — Rio Grande LNG Train 4,15.9,2024-03-24,0,0,,10,2024-07-13,0,2024-07-13,20.6,2024-03-22,2025-01-15 08:00:00,INV-51988C09,2024-04-05,ocr_pdf,invoice,1,0,3.8,A,small,1,4.0,4.0,4.7,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
12180802.56,10027079.96,9028961.36,153.2,7978872.98,12180802.56,2024-12-01,outflow_procurement,12139334.13,41468.43,36,2025-11-19,CTR-BEC-LNG-RG4-VND--001,2024-09-05,cost_plus,80277875,11001944.61,7978872.98,0.202,-8783817.92,39499371.19,2218126.69,2122380.21,1.045,95746.48,-31520498.21,Service — Logistics,1.0,85000.0,2024-12-05,3.66,USD/LS,0.224,7.48,87827.92,83508.09,7951080.47,0.0,0,,0,0.0,USD,2024-12-05,PT-2024-0001318,tax_invoice,Logistics supply — Rio Grande LNG Train 4 Lot 11,site_overheads,8413,service,16.33,11,12180802.56,12180802.56,745915.65,LOAD,LOAD,PO-BEC-LNG-RG4-VND-PT-00011,0,403.19,Net 15 — per-delivery billing,TX,0.96,0,,BEC-LNG-RG4,PROJ-LNG-003,Rio Grande LNG Train 4,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,12180802.56,12180802.56,4229722.09,over,INV-B0AC1E31,219.94,LI-0001318,85000.0,stable,777.55,0,36,,0,2025-01-10,PMT-958830,cheque,paid,609040.13,0.0,2025-04-25,on_track,PO-VND-PT-00011,Logistics supply — Rio Grande LNG Train 4 Lot 11,60038750.67,80.49,10.62,69.87,0.34,745915.65,LOAD,29732675.29,0,active,37448953.71,24232801.39,subcontract_po,67181629,NextDecade Corporation,1,Brownsville,TX,active,4770000000,lng,5.0,1318,ACT-BEC-LNG-RG4-SIT-0011,Logistics delivery — Rio Grande LNG Train 4,27.8,2024-11-02,0,0,,13,2024-12-31,0,2024-12-31,26.6,2024-10-28,2025-01-15 08:00:00,INV-5F456CF5,2024-12-05,ocr_pdf,invoice,1,0,4.6,A,small,1,4.0,4.0,4.1,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
82629040.88,57741341.23,43474068.58,182.5,52740968.88,82629040.88,2024-05-01,outflow_procurement,87237987.22,-4608946.34,55,2025-01-16,CTR-BEC-NUC-STR-VND--001,2024-04-11,unit_rate,430010015,69454119.9,52740968.88,0.633,-25520892.82,83319066.16,43933227.08,49365546.87,0.89,-5432319.79,-30578097.28,Service — Logistics,1.0,85000.0,2024-05-30,-0.95,USD/LS,0.149,6.0,84844.9,86151.04,45273699.26,0.0,0,,0,0.0,USD,2024-05-30,PT-2024-0001319,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 1,site_overheads,8413,service,44.47,1,76331677.49,82629040.88,1716475.77,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00001,0,409.55,Net 15 — per-delivery billing,SUF,0.84,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,76331677.49,82629040.88,37355341.62,over,INV-17732B2F,1178.11,LI-0001319,85000.0,rising,1919.38,0,55,10,1,2024-07-24,PMT-033755,cheque,paid,2478871.23,0.0,2024-09-10,on_track,PO-VND-PT-00001,Logistics supply — Sizewell C Nuclear Power Station Lot 1,390841532.83,227.7,49.16,178.54,3.03,1716475.77,LOAD,200350830.96,0,active,177576271.04,101372196.35,subcontract_po,377927102,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,3.0,1319,ACT-BEC-NUC-STR-SIT-0001,Logistics delivery — Sizewell C Nuclear Power Stati,83.3,2024-05-02,0,0,,0,2024-06-24,0,2024-06-24,93.6,2024-04-30,2025-01-15 08:00:00,INV-A9C90343,2024-05-30,ocr_pdf,invoice,1,0,4.0,A,small,1,4.0,4.0,5.0,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
880520.69,19016714.63,19532422.96,4.6,21827195.49,880520.69,2024-02-01,outflow_procurement,901726.33,-21205.64,28,2024-12-30,CTR-BEC-NUC-STR-VND--001,2023-12-10,lump_sum,3791926,705735.42,21827195.49,15.402,10164207.93,1417166.31,10869943.35,13663824.38,0.796,-2793881.03,20410029.18,Service — Logistics,1.0,85000.0,2024-02-28,1.13,USD/LS,0.171,8.62,83150.17,84693.78,18941417.61,0.0,0,,0,0.0,USD,2024-02-28,PT-2024-0001320,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 2,site_overheads,8413,service,1.07,2,838591.13,880520.69,783730.03,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00002,0,271.1,Net 15 — per-delivery billing,SUF,0.84,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,838591.13,880520.69,-18060896.92,under,INV-6A211517,10.39,LI-0001320,85000.0,stable,822.04,0,28,,0,2024-03-27,PMT-531679,ach,paid,44026.03,0.0,2024-07-13,delayed,PO-VND-PT-00002,Logistics supply — Sizewell C Nuclear Power Station Lot 2,6528471.15,8.33,3.56,4.77,0.15,783730.03,LOAD,1978724.21,0,closed,1594100.79,1123684.15,subcontract_po,3572825,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,5.0,1320,ACT-BEC-NUC-STR-SIT-0002,Logistics delivery — Sizewell C Nuclear Power Stati,49.8,2024-02-06,0,0,,14,2024-04-04,0,2024-04-04,62.6,2024-02-06,2025-01-15 08:00:00,INV-7E29B042,2024-02-28,ocr_pdf,invoice,1,0,4.5,A,small,1,4.0,4.0,4.9,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
22622807.1,34876991.99,32905872.14,65.4,35140839.98,22622807.1,2024-11-01,outflow_procurement,23944051.17,-1321244.07,24,2025-08-16,CTR-BEC-NUC-STR-VND--001,2024-09-06,unit_rate,193206741,18899412.17,35140839.98,0.58,-7935470.1,60587655.14,10963942.07,10471970.31,1.047,491971.76,-25446815.16,Service — Logistics,1.0,85000.0,2024-11-26,-1.8,USD/LS,0.155,-2.91,80285.93,87440.31,34613261.38,0.0,0,,0,0.0,USD,2024-11-26,PT-2024-0001321,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 3,site_overheads,7306,service,10.95,3,20898667.07,22622807.1,1908554.07,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00003,0,295.75,Net 15 — per-delivery billing,SUF,0.83,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,20898667.07,22622807.1,-11990454.28,under,INV-496F8AA9,529.33,LI-0001321,85000.0,stable,2145.36,0,24,,0,2024-12-20,PMT-161363,ach,paid,1131140.35,0.0,2024-12-27,on_track,PO-VND-PT-00003,Logistics supply — Sizewell C Nuclear Power Station Lot 3,55443495.73,29.05,12.17,16.88,0.1,1908554.07,LOAD,52708631.54,0,active,121909528.46,90103866.48,subcontract_po,174618160,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,5.0,1321,ACT-BEC-NUC-STR-SIT-0003,Logistics delivery — Sizewell C Nuclear Power Stati,31.2,2024-11-16,0,0,,3,2025-02-19,0,2025-02-19,29.8,2024-11-16,2025-01-15 08:00:00,INV-7E759070,2024-11-26,ocr_pdf,invoice,1,0,5.0,A,small,1,4.0,4.0,4.8,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
12374237.47,32790250.76,28183800.41,38.9,37907754.5,12374237.47,2024-10-01,outflow_procurement,13348178.25,-973940.78,34,2025-01-05,CTR-BEC-NUC-STR-VND--001,2024-08-26,unit_rate,124326879,10832668.3,37907754.5,1.984,10661028.5,19106731.1,21493696.8,23502807.79,0.915,-2009110.99,18801023.4,Service — Logistics,1.0,85000.0,2024-10-12,3.96,USD/LS,0.235,9.58,86970.68,82959.22,31838095.72,0.0,0,,0,0.0,USD,2024-10-12,PT-2024-0001322,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 4,site_overheads,8544,service,21.06,4,11431166.25,12374237.47,542790.42,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00004,0,454.11,Net 15 — per-delivery billing,SUF,0.86,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,11431166.25,12374237.47,-19463858.25,under,INV-25D43B38,340.62,LI-0001322,85000.0,stable,538.58,0,34,,0,2024-11-15,PMT-584361,wire_transfer,paid,371227.12,0.0,2025-01-13,delayed,PO-VND-PT-00004,Logistics supply — Sizewell C Nuclear Power Station Lot 4,32822536.7,60.47,37.13,23.34,0.14,542790.42,LOAD,55088719.1,0,active,66617908.9,46279702.4,subcontract_po,121706628,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,3.0,1322,ACT-BEC-NUC-STR-SIT-0004,Logistics delivery — Sizewell C Nuclear Power Stati,56.7,2024-09-14,0,0,,3,2024-12-05,0,2024-12-05,62.0,2024-09-13,2025-01-15 08:00:00,INV-E432FB8D,2024-10-12,ocr_pdf,invoice,1,0,4.6,A,small,1,4.0,4.0,4.1,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
4647701.25,30707363.87,28206710.53,15.8,34137088.45,4647701.25,2024-06-01,outflow_procurement,4857176.86,-209475.61,34,2025-05-24,CTR-BEC-NUC-STR-VND--001,2024-04-02,lump_sum,18869540,3779525.94,34137088.45,7.316,23871515.7,4666086.45,27651041.64,27616904.56,1.001,34137.08,29471002.0,Service — Logistics,1.0,85000.0,2024-06-25,2.05,USD/LS,0.157,8.36,89430.42,83963.31,29348449.2,0.0,0,,0,0.0,USD,2024-06-25,PT-2024-0001323,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 5,site_overheads,7213,service,25.0,5,4647701.25,4647701.25,185908.05,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00005,0,453.2,Net 15 — per-delivery billing,SUF,0.82,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,4647701.25,4647701.25,-24700747.95,under,INV-BACCBE93,51.7,LI-0001323,85000.0,stable,118.72,0,34,,0,2024-07-29,PMT-239922,wire_transfer,paid,464770.12,0.0,2024-12-13,on_track,PO-VND-PT-00005,Logistics supply — Sizewell C Nuclear Power Station Lot 5,36521636.42,196.45,32.39,164.06,2.97,185908.05,LOAD,10484133.99,0,active,7742680.01,6389544.6,subcontract_po,18226814,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,10.0,1323,ACT-BEC-NUC-STR-SIT-0005,Logistics delivery — Sizewell C Nuclear Power Stati,81.0,2024-06-08,0,0,,3,2024-07-25,0,2024-07-25,80.9,2024-06-04,2025-01-15 08:00:00,INV-25C999AD,2024-06-25,ocr_pdf,invoice,1,0,3.7,A,small,1,4.0,4.0,5.0,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
52637614.91,18485574.2,27011647.66,209.6,30079013.12,52637614.91,2024-06-01,outflow_procurement,57217599.71,-4579984.8,38,2025-02-17,CTR-BEC-NUC-STR-VND--001,2024-03-08,cost_plus,342717419,61598515.17,30079013.12,0.273,-44754267.82,110179535.24,16844247.35,22408864.77,0.752,-5564617.42,-80100522.12,Service — Logistics,1.0,85000.0,2024-06-18,4.38,USD/LS,0.246,8.44,92390.75,85656.98,25118869.75,0.0,0,,0,0.0,USD,2024-06-18,PT-2024-0001324,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 6,site_overheads,8544,service,47.18,6,52637614.91,52637614.91,1115676.45,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00006,0,267.84,Net 15 — per-delivery billing,SUF,0.85,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,52637614.91,52637614.91,27518745.16,over,INV-F62B2B7C,938.95,LI-0001324,85000.0,stable,1212.56,0,38,,0,2024-07-26,PMT-398506,wire_transfer,paid,2631880.75,0.0,2024-10-25,delayed,PO-VND-PT-00006,Logistics supply — Sizewell C Nuclear Power Station Lot 6,371252495.5,332.76,27.71,305.05,3.78,1115676.45,LOAD,194504478.32,0,active,134125254.68,104655328.52,subcontract_po,328629733,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,5.0,1324,ACT-BEC-NUC-STR-SIT-0006,Logistics delivery — Sizewell C Nuclear Power Stati,56.0,2024-05-14,0,0,,2,2024-08-27,0,2024-08-27,74.5,2024-05-11,2025-01-15 08:00:00,INV-1D7CE250,2024-06-18,ocr_pdf,invoice,1,0,4.7,A,small,1,4.0,4.0,4.2,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
7654266.18,12588514.94,18200194.85,48.9,14332328.84,7654266.18,2024-04-01,outflow_procurement,6918516.95,735749.23,33,2025-04-17,CTR-BEC-NUC-STR-VND--001,2024-01-04,lump_sum,39606593,9004289.24,14332328.84,0.603,-3572336.61,23768372.87,5431952.63,5546611.26,0.979,-114658.63,-9436044.03,Service — Logistics,1.0,85000.0,2024-04-23,2.68,USD/LS,0.249,7.45,90363.93,82777.43,15649702.88,0.0,0,,0,0.0,USD,2024-04-23,PT-2024-0001325,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 7,site_overheads,8544,service,4.27,7,7070915.64,7654266.18,1655952.14,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00007,0,70.51,Net 15 — per-delivery billing,SUF,0.85,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,7070915.64,7654266.18,-7995436.7,under,INV-011B16D2,108.51,LI-0001325,85000.0,falling,1848.18,0,33,,0,2024-05-26,PMT-492862,wire_transfer,paid,765426.62,0.0,2024-06-09,on_track,PO-VND-PT-00007,Logistics supply — Sizewell C Nuclear Power Station Lot 7,50721814.05,30.63,19.8,10.83,0.51,1655952.14,LOAD,11597853.68,0,active,26706211.32,22681663.6,subcontract_po,38304065,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,10.0,1325,ACT-BEC-NUC-STR-SIT-0007,Logistics delivery — Sizewell C Nuclear Power Stati,37.9,2024-03-18,0,0,,8,2024-08-15,0,2024-08-15,38.7,2024-03-16,2025-01-15 08:00:00,INV-07DE5126,2024-04-23,ocr_pdf,invoice,1,0,4.9,A,small,1,4.0,4.0,4.3,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
50641234.37,46802872.81,55265723.55,105.9,52755474.45,50641234.37,2024-04-01,outflow_procurement,46604231.31,4037003.06,25,2024-12-09,CTR-BEC-NUC-STR-VND--001,2024-01-03,cost_plus,517545924,47949278.4,52755474.45,0.865,-6483475.48,60988987.8,41465802.92,45000419.71,0.921,-3534616.79,-8233513.35,Service — Logistics,1.0,85000.0,2024-04-23,-2.21,USD/LS,0.086,3.08,91932.01,81199.65,47810475.41,0.0,0,,0,0.0,USD,2024-04-23,PT-2024-0001326,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 8,site_overheads,7214,service,23.88,8,46781740.76,50641234.37,1959034.37,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00008,0,80.45,Net 15 — per-delivery billing,SUF,0.9,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,46781740.76,50641234.37,2830758.96,over,INV-3C6247CC,1417.93,LI-0001326,85000.0,stable,2204.75,0,25,,0,2024-05-18,PMT-830598,wire_transfer,paid,2532061.72,0.0,2024-06-03,on_track,PO-VND-PT-00008,Logistics supply — Sizewell C Nuclear Power Station Lot 8,299203319.33,152.73,82.75,69.98,1.44,1959034.37,LOAD,320088292.79,0,active,176849082.21,153944312.55,subcontract_po,496937375,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,5.0,1326,ACT-BEC-NUC-STR-SIT-0008,Logistics delivery — Sizewell C Nuclear Power Stati,78.6,2024-03-30,0,0,,3,2024-08-14,0,2024-08-14,85.3,2024-03-25,2025-01-15 08:00:00,INV-C67A2A67,2024-04-23,ocr_pdf,invoice,1,0,5.0,A,small,1,4.0,4.0,4.2,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
27533214.42,29162931.91,26679062.62,106.2,28992648.22,27533214.42,2024-04-01,outflow_procurement,25059642.82,2473571.6,17,2025-01-18,CTR-BEC-NUC-STR-VND--001,2024-02-01,unit_rate,381476703,30344347.45,28992648.22,0.4,-18196427.85,72481620.55,12147919.6,15598044.74,0.779,-3450125.14,-43488972.33,Service — Logistics,1.0,85000.0,2024-04-01,1.55,USD/LS,0.084,9.61,92541.72,87867.08,25927388.15,0.0,0,,0,0.0,USD,2024-04-01,PT-2024-0001327,tax_invoice,Logistics supply — Sizewell C Nuclear Power Station Lot 9,site_overheads,8544,service,18.94,9,26222108.97,27533214.42,1384483.05,LOAD,LOAD,PO-BEC-NUC-STR-VND-PT-00009,0,209.2,Net 15 — per-delivery billing,SUF,0.85,0,,BEC-NUC-STR,PROJ-NUC-002,Sizewell C Nuclear Power Station,0.0,Wells Fargo,Aliquippa,procurement@pgttrucking.com,52-1553976,PGT Trucking Inc,62-104997-1556,+1-260-985-2307,PA,26222108.97,27533214.42,1605826.27,over,INV-2E2FFA34,1045.14,LI-0001327,85000.0,falling,1528.8,0,17,,0,2024-04-18,PMT-281451,wire_transfer,paid,1376660.72,0.0,2024-05-08,on_track,PO-VND-PT-00009,Logistics supply — Sizewell C Nuclear Power Station Lot 9,114053713.66,82.38,43.26,39.12,0.94,1384483.05,LOAD,75293455.45,0,active,249043518.55,189091414.97,subcontract_po,324336974,EDF Energy,1,Suffolk,SUF,active,20000000000,nuclear_power,5.0,1327,ACT-BEC-NUC-STR-SIT-0009,Logistics delivery — Sizewell C Nuclear Power Stati,41.9,2024-02-08,0,0,,5,2024-07-18,0,2024-07-18,53.8,2024-02-04,2025-01-15 08:00:00,INV-78A3C46A,2024-04-01,ocr_pdf,invoice,1,0,4.1,A,small,1,4.0,4.0,4.0,Logistics — EPC megaprojects (Bechtel preferred vendor),logistics,VND-PTI-026,00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,subcontractor
